sessionId, userId, review
523, 639, 5
524, 3665, 4
524, 4884, 10
524, 3000, 8
524, 4282, 8
524, 155, 10
525, 960, 2
525, 1133, 6
525, 272, 9
525, 4052, 8
525, 155, 6
526, 1431, 4
527, 113, 9
527, 4060, 2
528, 2378, 8
528, 91, 8
529, 1, 1
529, 2439, 10
529, 3950, 6
530, 43, 10
531, 194, 10
532, 2754, 4
532, 199, 2
532, 488, 10
532, 4440, 8
532, 3423, 4
534, 1480, 10
534, 45, 2
535, 3393, 10
535, 2572, 2
535, 3853, 7
535, 2200, 3
535, 2649, 7
536, 80, 10
537, 304, 3
539, 1107, 10
540, 813, 3
540, 4799, 1
541, 97, 3
543, 3081, 8
543, 3130, 10
543, 117, 10
544, 151, 5
545, 1114, 9
546, 172, 10
547, 4088, 6
547, 175, 2
548, 700, 5
548, 3625, 4
548, 4214, 6
548, 1212, 1
548, 1309, 8
548, 159, 5
549, 1206, 7
549, 38, 1
550, 1846, 10
551, 3979, 4
551, 4988, 6
552, 2694, 8
552, 4027, 3
552, 1148, 1
552, 2045, 5
553, 195, 1
555, 977, 3
555, 4785, 6
556, 3299, 2
556, 2536, 10
556, 433, 8
556, 1237, 1
556, 2200, 2
556, 2457, 4
557, 1472, 5
557, 1005, 8
557, 3349, 5
557, 4284, 7
557, 3934, 8
558, 2530, 5
558, 1707, 3
558, 1067, 6
558, 173, 3
558, 409, 9
559, 1474, 7
559, 1699, 10
559, 2019, 3
559, 78, 4
559, 89, 3
560, 334, 8
561, 48, 2
561, 3134, 1
562, 2340, 3
562, 3717, 10
562, 1966, 8
563, 1978, 9
564, 352, 10
564, 133, 4
564, 43, 4
564, 1214, 3
566, 32, 2
566, 3509, 8
567, 2060, 9
567, 94, 3
568, 4138, 8
569, 3780, 10
569, 190, 2
569, 4702, 5
570, 2406, 4
570, 77, 8
570, 3316, 8
570, 1049, 4
574, 1657, 8
574, 2466, 4
575, 2372, 8
575, 2010, 7
575, 446, 3
576, 185, 5
577, 420, 10
577, 3119, 3
577, 499, 8
577, 1173, 2
579, 753, 1
579, 114, 8
579, 2596, 4
580, 2422, 1
580, 58, 3
580, 1246, 4
581, 4828, 10
581, 125, 5
582, 3808, 4
582, 161, 3
582, 311, 10
584, 1410, 1
584, 556, 3
584, 1723, 7
585, 1056, 4
586, 3016, 9
586, 3923, 2
587, 4160, 5
588, 179, 9
589, 2211, 7
590, 37, 2
590, 1138, 4
591, 928, 4
591, 2961, 8
591, 4595, 8
591, 1972, 5
591, 4573, 7
592, 3443, 5
593, 2486, 8
593, 167, 10
594, 771, 7
594, 1801, 3
594, 4363, 8
594, 4627, 7
594, 2006, 4
595, 197, 7
595, 520, 10
597, 2657, 5
597, 1476, 5
597, 424, 7
597, 1035, 7
597, 156, 3
598, 3329, 6
598, 10, 5
598, 187, 1
598, 1546, 1
599, 1028, 5
599, 76, 4
599, 4310, 7
599, 1851, 4
600, 148, 9
600, 1486, 2
603, 1222, 10
603, 4966, 8
603, 4103, 1
603, 4172, 1
603, 3856, 5
603, 4854, 10
604, 192, 2
604, 2722, 1
604, 4972, 6
604, 3731, 7
605, 181, 4
606, 3278, 1
607, 133, 8
608, 3146, 6
609, 2057, 2
609, 76, 4
610, 97, 9
610, 4554, 3
611, 2039, 9
612, 1865, 9
612, 3704, 6
612, 91, 5
612, 3167, 7
613, 10, 8
613, 1139, 2
614, 2462, 9
615, 42, 10
615, 2487, 10
616, 74, 8
616, 4556, 8
617, 1, 8
617, 997, 9
617, 202, 4
617, 4911, 9
617, 815, 7
617, 4889, 1
617, 2555, 5
618, 811, 8
619, 3305, 3
619, 3570, 9
619, 117, 10
619, 4246, 4
619, 3482, 7
620, 4834, 2
620, 1541, 9
620, 4494, 3
620, 1620, 9
620, 3704, 4
620, 189, 6
621, 32, 5
621, 3598, 4
622, 2818, 7
622, 3722, 1
622, 267, 6
622, 1693, 9
622, 2015, 6
623, 156, 5
623, 4893, 6
623, 1470, 5
626, 150, 1
626, 1532, 7
627, 2487, 3
627, 45, 3
627, 4151, 5
628, 4138, 7
628, 5, 4
629, 3528, 8
629, 17, 7
629, 1816, 1
629, 4221, 7
630, 2664, 4
630, 4703, 8
630, 150, 2
630, 447, 8
631, 3080, 1
632, 4074, 10
632, 3796, 2
632, 3431, 9
634, 3697, 1
635, 131, 2
636, 176, 7
637, 64, 8
637, 3043, 1
638, 32, 10
638, 3260, 6
639, 43, 4
639, 4400, 7
639, 52, 8
640, 2611, 4
640, 76, 1
641, 985, 1
641, 4956, 4
641, 1598, 7
642, 441, 8
642, 38, 4
642, 3215, 1
643, 15, 6
644, 4158, 3
644, 4515, 2
645, 1325, 9
645, 69, 8
646, 860, 3
646, 2894, 3
647, 1484, 8
648, 199, 5
648, 1136, 6
648, 2012, 5
650, 4933, 6
650, 135, 8
650, 1972, 10
651, 1120, 1
651, 35, 2
651, 2916, 2
651, 1287, 3
651, 4726, 2
652, 141, 8
653, 2148, 7
653, 2271, 2
654, 51, 1
654, 4150, 1
655, 3035, 9
655, 2004, 2
656, 4194, 3
656, 85, 4
656, 2680, 9
657, 4528, 2
657, 43, 4
658, 763, 7
658, 828, 9
659, 4509, 10
659, 1934, 7
660, 133, 1
660, 973, 1
660, 4690, 4
660, 4219, 5
660, 3069, 3
661, 3989, 5
662, 3008, 6
662, 503, 4
662, 1013, 2
662, 670, 8
663, 4485, 2
664, 11, 10
665, 584, 4
665, 3420, 9
666, 3659, 9
666, 1777, 3
666, 156, 2
666, 3645, 7
667, 2624, 1
667, 4825, 9
667, 2906, 2
668, 3120, 3
668, 4339, 2
668, 54, 2
670, 11, 7
671, 3404, 2
672, 2955, 3
672, 7, 8
673, 185, 4
674, 2757, 2
674, 4589, 8
674, 1774, 6
674, 81, 3
674, 3581, 7
675, 11, 3
676, 2413, 6
677, 58, 4
678, 3159, 5
680, 4767, 4
681, 1397, 6
682, 2982, 7
682, 4941, 8
682, 157, 10
683, 1609, 1
683, 49, 7
684, 56, 9
684, 2379, 3
686, 282, 6
687, 1611, 6
687, 4291, 5
688, 1785, 1
690, 131, 3
691, 64, 4
692, 3242, 9
692, 4316, 3
693, 200, 1
693, 1998, 9
694, 4472, 5
694, 56, 9
695, 1710, 7
696, 909, 6
696, 687, 1
697, 628, 5
699, 964, 7
699, 4908, 7
699, 2108, 9
699, 3122, 7
699, 4243, 3
699, 2325, 6
699, 2556, 5
699, 511, 8
700, 181, 6
701, 3823, 9
701, 115, 3
701, 3318, 10
702, 3366, 6
703, 1688, 2
704, 2977, 5
704, 647, 1
704, 12, 4
704, 277, 3
704, 3319, 8
705, 3325, 1
706, 2156, 6
706, 3034, 7
708, 2160, 4
708, 1371, 6
710, 237, 7
710, 4658, 6
710, 51, 3
710, 3354, 10
710, 3964, 3
710, 2878, 9
711, 2054, 1
711, 3310, 9
711, 2325, 3
711, 2389, 1
711, 2231, 4
712, 2182, 6
713, 200, 2
713, 3992, 9
713, 3417, 9
714, 170, 3
715, 3536, 10
715, 4437, 8
716, 3461, 9
716, 167, 5
717, 1543, 4
720, 159, 4
721, 3920, 2
721, 2189, 3
721, 126, 1
722, 512, 6
722, 981, 8
722, 158, 4
723, 161, 9
723, 11, 2
723, 2680, 8
723, 4795, 5
724, 3704, 2
725, 18, 7
726, 56, 8
726, 1643, 1
727, 3556, 5
727, 3286, 5
727, 87, 7
727, 542, 1
728, 13, 10
728, 3861, 6
728, 4344, 10
729, 6, 1
729, 4351, 4
731, 4744, 7
731, 4782, 9
731, 118, 7
731, 119, 10
731, 4413, 4
732, 2738, 8
733, 122, 3
735, 3858, 4
735, 3491, 10
737, 4962, 3
737, 1315, 4
737, 1355, 1
737, 50, 10
738, 4197, 3
738, 171, 6
739, 2048, 8
739, 103, 4
739, 3837, 3
740, 192, 10
740, 676, 1
740, 202, 5
740, 883, 6
741, 4636, 2
741, 5, 9
742, 4676, 9
743, 1473, 10
743, 36, 9
743, 2377, 8
743, 4663, 7
744, 12, 7
744, 1733, 1
745, 2345, 4
745, 75, 8
746, 4040, 1
747, 430, 1
748, 103, 3
748, 1910, 7
748, 700, 4
749, 3465, 4
749, 117, 9
749, 1502, 5
750, 2, 6
751, 1875, 8
751, 588, 3
751, 2677, 9
752, 1105, 2
752, 3714, 7
753, 1827, 7
753, 3240, 1
753, 3785, 1
753, 859, 3
754, 2449, 6
755, 299, 10
755, 4012, 8
755, 172, 3
756, 449, 9
757, 8, 1
757, 152, 3
758, 2285, 8
759, 4812, 1
760, 1440, 2
